emoji_in,label,backtranslated_tweet
"yang mau dateng, bestie dateng aja. *catatan: jadwal bisa berubah sewaktu-waktu*",Netral,"Yang mau dateng, terbaik dateng aja. *catatan: jadwal bisa berubah dari waktu ke waktu*"
"waktu saya adalah shalat satu cara terbaik yang bisa dilakukan di akhir pekan ala aku. kalo aku suka banget akhir pekan sambil nonton drakor sepuasnya pake indihome, kalo weekend versi kamu apa nih bestie? :smiling_face:",Positif,"Waktu saya adalah doa salah satu cara terbaik untuk melakukan akhir pekan ini. jika saya suka akhir pekan ini menonton Drakor Sepuasnya membuat indihome, jika akhir pekan versi Anda apa yang terbaik?"
mulai clingy pemirsahhh :rolling_on_the_floor_laughing:,Negatif,Mulailah berpegang pada lantai tertawa:
saya meminta dari pada lalu lintas jazz dan radio memainkannya. sementara sebagian besar pendengar di atas 40 tahun. top memang suara surabaya !!! mben undang lah nang jazz traffic festival plis plis,Positif,Saya meminta dari radio lalu lintas jazz dan memainkannya. sementara sebagian besar pendengar lebih dari 40 tahun. top memang suara surabaya !!!
kerja sambil pemberian juga oke :zany_face::zany_face::zany_face:,Positif,Aku tidak akan menjadi penggemar acara ini.
"saya harus menanggung tahun yang sulit di mana saya harus keluar untuk mengambil gambar, sambil mengasumsikan bahwa semua orang bisa menjadi pembawa tanpa gejala, termasuk saya. saya akan menaklukkan ketakutan saya sendiri, mengambil risiko untuk menangkap momen -momen penting di tengah pandemi yang menginfeksi & amp; membunuh banyak orang di jakarta",Negatif,"Saya harus pergi dan mengambil foto, sambil berasumsi bahwa semua orang bisa menjadi penjahat tanpa gejala, termasuk saya. Saya akan mengatasi ketakutan saya sendiri, mengambil risiko menangkap momen yang penting di tengah pandemi yang menginfeksi dan membunuh banyak orang di Jakarta."
"maaf ya lupa ngabarin, tadi abis motoran ajaa penyembuhan ke tempat jauh mumpung libur. sekarang aku udh di rumah kok, love u:red_heart:",Positif,"Maaf kau lupa menyebutkan, tadi abis motor aja penyembuhan ke tempat jauh mumpung libur. sekarang aku udh di rumah kok, cinta u:red_heart:"
jujurly enak sangaddd:smiling_face::smiling_face:,Positif,Jujur enak saddd: senyum_wajah:: tersenyum_wajah:
mana yang lebih baik ?,Netral,Apa yang lebih baik ?
belakangan ini banyak banget penimpu yang mengatas naankan harus lebih hati hati lagi yah untuk lebih amannana langsung aja ke wabesite yah bestie ini yang aslinya,Netral,Belakangan ini banyak banget penimpu yang mengatas naankan harus lebih hati lagi yah untuk lebih amanna langsung aja ke wabesite yah bestie ini yang aslinya
wkwkkw ngakak kalo google ngomong bestie. :rolling_on_the_floor_laughing:,Netral,Aku tidak yakin apa yang aku lakukan.
"knp byk orang tdk pintar jd pemimpin? 1. percaya diri & gt; drpd kompetensi, 2. kita lebih suka tokoh karismatik, 3 narsis mengapa begitu banyak pria yang tidak kompeten menjadi pemimpin? | tomas chamorro-premuzic ... via",Negatif,"Mengapa begitu banyak orang tidak cukup pintar untuk menjadi pemimpin? 1. percaya pada diri sendiri &gt; kompetensi drpd, 2. kita menyukai tokoh yang lebih karismatik, 3 narsis mengapa begitu banyak pria yang tidak kompeten menjadi pemimpin?"
"masih belom tidur karna .. overinking :cross_mark: nontonin master chef season 6 :check_mark: baru ngheh aku cuma ngikutin cuma secuil dari musim 6 ini :grinning_face_with_sweat:, yaudah deh nonton di yutub aje",Positif,Masih tidak tidur karna .. overinking: cross_mark: nonontonin master chef musim 6 :check_mark: baru ngheh aku cuma mengikuti cuma sekuil dari musim 6 ini:
"capek sendiri, futur sendiri, healing sendiri, nyemanganin sendiri adalah tingkat yang kuat.",Negatif,"Aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku lelah dengan diriku sendiri, aku le"
paling hubungkan di kehidupan perkrospitanku 2020 :speaking_head: *posting di sini aja *mau post di igs nanti dibaca coach *masih perang dingin *secara harfiah tiap,Netral,Hal terpenting dalam hidup perrospitanku 2020: berbicara_kepala: *posting di sini aja *mau post di igs nanti dibaca pelatih *masih perang dingin *secara harfiah tiap
"alibi target pasarnya bukan kamu sih menurutku karena dia udah gak peduli kamu mau ngomong apa, ambil atau tinggalkan. co/29kc5tpesl",Negatif,"Alibi target pasarnya bukan kau tapi menurutku karena dia tidak peduli apa yang kau katakan, ambil atau tinggalkan."
"malas nya belum tidur diatas jam 10, terlalu banyak berpikir ~",Negatif,"Aku belum tidur sampai 10 jam, terlalu banyak untuk dipikirkan."
"memiliki kopi sore saya saat membaca tentang ipk 1,77 **** ini :hot_beverage:",Negatif,Aku membaca tentang IPK 1.77 **** ini:
berpikir soal zakat mal yang berlebihan. takut salah ngitung.,Negatif,Aku takut aku tidak akan menghitung.
sabtu adalah santuy :beaming_face_with_smiling_eyes:,Positif,Sabtu adalah hari suci.
gak ngapa ngapa kok healing :grinning_face_with_sweat:,Netral,Aku tidak akan mengatakan apa-apa.
misterius cuek bodo amatan menikmati santuy ramah,Netral,Misterius cuek bodo amatan menikmati suci persahabatan
itu dosen apa bocah kecil yg kepo sih?,Negatif,Itu selusin apa anak kecil yang kepo?
dia adalah bestie,Netral,Dia adalah teman terbaik
"slahah lama tidak terlalu banyak berpikir, karena menurutku menyita waktu dan aku tidak kehilangan diriku sendiri. sekarang saya mulai kehilangan diri saya lagi, mengkhawatirkan semua yang saya tidak perlu khawatirkan.",Negatif,"Slah lama tidak terlalu berpikir, karena aku rasa aku kehilangan waktu dan aku tidak kehilangan diriku. Sekarang aku mulai kehilangan diriku lagi, khawatir tentang segala hal lain yang tidak perlu aku khawatir tentang."
saya mengundang anda untuk bergabung dengan intellifluence sehingga anda dapat berkolaborasi dengan influencer dan mempromosikan produk atau layanan anda! daftar dan dapatkan diskon 50% dari bulan pertama anda dengan platform terbaik di sekitar! melalui,Netral,Saya mengundang Anda untuk bergabung dengan Intellifluence sehingga Anda dapat berkolaborasi dengan influencer dan mempromosikan produk atau layanan Anda! mendaftar dan mendapatkan diskon 50% dari bulan pertama Anda dengan platform terbaik di sekitar!
mfer benar -benar berkata: ikhlas dalam bekerja (magang) tanpa pamrih ini program pemerintah dan program tersebut secara harfiah mengatakan magang akan dibayar. kamu buta atau apa? politik selalu tidak pernah gagal membuat saya jijik.,Negatif,Mfer benar - benar berkata: ikhlas dalam bekerja (magang) tanpa pamrih program ini pemerintah dan program tersebut secara harfiah mengatakan magang akan dibayar. kamu buta atau apa? politik selalu tidak pernah gagal membuat saya jijik.
"bener banget, sistem dukungan dibantu 2x jalur doa ortu.",Netral,"Sebenarnya, sistem dukungan bagi orang-orang dua kali jalan Doa Orthu."
aku udah ngelist jawaban salty untuk perantanaan salty besok lebaran,Negatif,Aku sudah menulis jawaban garam untuk perantanaan garam besok lebaran
yaelahh denial lu bikin gue ngakak wkwk,Negatif,Yaelahh menyangkal kau membuatku ngakak wkwk
"saya merasa september tahun ini adalah bulan terbaik yang pernah saya tinggali di tahun 2022: baru saja kelulusan, memanifestasikan perjalanan solo saya, mendapatkan pekerjaan yang baik, ulang tahun yang diberkati, dan banyak lagi hal -hal baik terjadi di saya menamainya :).",Positif,"Saya merasa September tahun ini adalah bulan terbaik yang pernah saya alami di tahun 2022: baru lulus, melakukan perjalanan solo, mendapatkan pekerjaan yang baik, merayakan ulang tahun saya, dan banyak hal lainnya - hal-hal telah terjadi dalam hidup saya."
"kayak penuh, kayak lelah yang ngga tau haru pake pake apaan:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",Negatif,"Kayak penuh, kayak lelah yang ngga tau haru pake pake apaan:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:"
penyembuhan guuuuddddd broohhh :rolling_on_the_floor_laughing:,Positif,Aku tidak akan bisa keluar dari sini.
penyembuhan niat malah keujanan pulu2 badan jadi meriyang :grinning_face_with_big_eyes::person_facepalming_light_skin_tone:‍,Negatif,Aku tidak akan menjadi penggemar besar ini.
"kek seneng bgt gaksi klo 'pacar' memperliatkan keromantisan sma gua waktu lg didepan temannaa atau bahkan orang lain yang lebih sempurna dari gua sekalipun. ngehalu aja dulu, siapatau ada keeajaiban dan dikabulin :grinning_face_with_sweat:",Positif,Aku tidak yakin apakah aku akan bisa melakukan ini. Aku tidak yakin jika aku akan bisa melakukan ini.
selaman tahun baru bestie,Netral,Selaman tahun baru bestie adalah yang terbaik
hmm jadi overhinking soal ca,Negatif,Hmm begitu terlalu berpikir tentang hal itu
"jika apa yang anda ambil tepat untuk anda, itu pasti akan membuat anda lebih baik. jika tidak, setidaknya itu bisa menjadi pelajaran di masa depan -bluedino-",Positif,"Jika apa yang kau lakukan adalah yang benar bagimu, itu akan membuatmu lebih baik."
ada yang masih bangun nggak sih bestie ?? :loudly_crying_face::loudly_crying_face:,Netral,Aku masih menangis.
"kerjakan pantat saya setiap hari, bahkan jika itu adalah",Negatif,"Aku bekerja setiap hari, bahkan jika itu sama."
pertemuan yang bagus di kopi zeen sore ini dan diskusi yang bagus tentang penangkap cloud. seorang teman teman saya di kementerian pertanian ingin mendiskusikan membuat beberapa prototipe dan memasang di berbagai tempat di sekitar karangasem dan bedugul untuk menilai potensi produksi air,Positif,Seorang teman saya di Kementerian Pertanian ingin membahas pembuatan beberapa prototipe dan memasang mereka di berbagai tempat di sekitar kota Karangasem dan bedugul untuk menilai potensi produksi udara.
"penyembuhan, kuliner, aman dan taat prokes, kami meluncur ke pik siang td, 1. ramen ikkudo ichi, mkn di mobil, 2. goofood krispy kreme ke parkiran, 3. takeway croissant monsieur spoon, 4. gunakan pickup **** bible, 5. berkendara melalui taco bell, gak berasa 4 jam berselang, hati senang & amp; nyaman",Positif,"makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan, makanan,"
"tbtb overhinking kl pas vaksin cm ditusuk doang, itunya ga sampe dutunin suntikanya haduh apasii namanya ,,, tau kan maksud aku:face_with_crossed-out_eyes::face_with_crossed-out_eyes:",Negatif,"Tbtb berpikir berlebihan kl pas vaksin cm iniusuk berdoa, ituunya ga sampe dutunin suntikanya haduh apasii namanya ,,, tau kan maksudku: wajah_dengan_paling_mata:: wajah_dengan_paling_mata:"
"“ini salah, dan saya harus berhenti bahkan jika saya tidak bisa” kata pembohong",Negatif,"Aku salah, aku harus berhenti bahkan jika aku tidak bisa berbohong"
ini mengecewakan ... bahkan lebih buruk bagi kita minoritas di ruang pendiri.,Negatif,Aku tidak mengatakan itu lebih buruk bagi minoritas kita di ruang menunggu.
apakah feed penuh selfie adalah bendera merah?,Negatif,Apakah feed penuh selfie adalah bendera merah?
bulan maret gass healing ke bromo dan buluran,Netral,Bulan Maret gas penyembuhan ke bromo dan buluran
jadi terlalu banyak berpikir,Negatif,Begitu banyak untuk dipikirkan
"semoga di tahun 2021, semua masa lalu cepat terlupakan, datang cewe yang sepemikiran, ngga yang terlalu banyak berpikir terus gua cape, dapet kerja yang gue pengin, punya banyak uang, didewasain, dan cepet nikah.",Positif,"Semoga pada tahun 2021, semua hal yang sudah berlalu akan dilupakan, datang gadis yang sudah seminggu, jangan terlalu berpikir, dapatkan pekerjaan yang saya inginkan, punya banyak uang, menikah, dan menikah dengan cepat."
bagaimana jika baris berikutnya adalah hari itu,Netral,Bagaimana jika baris berikutnya adalah hari itu
"pertanyaan clingy suami istri malam ini: :woman_with_headscarf_light_skin_tone:: mas pilih yg kurus apa ginak ginuk? :man_wearing_turban_light_skin_tone:: mm aku pilih putri :woman_with_headscarf_light_skin_tone:: loh gabisa, pilihananya kan cuma dua itu :man_wearing_turban_light_skin_tone:: aku pilih putri aja tetep :woman_with_headscarf_light_skin_tone:: hmmm *terpantau suami malam ini sedang ingin tetap cari aman*",Netral,"Pertanyaan clingy suami istri malam ini: :woman_with_headscarf_light_skin_tone:: mas pilih yang kurus apa ginak ginuk? :man_wearing_turban_light_skin_tone:: mm aku pilih putri::woman_with_headscarf_light_skin_tone:: loh gabisa, aja pilihananya kan cuma dua itu:man_wearing_turban_light_skin_tone:: aku pilih putri tetap::woman_with_headscarf_light_skin_tone:: hmmm *terpantau malam ini sedang ingin tetap cari suami*"
"tidakkah anda mengenal saya dari yang lain, tetapi hanya dari diri saya, karena tidak semua orang mengatakan dengan jujur ​​tentang saya .:smiling_face_with_halo:",Positif,"Aku tidak mengenalmu dari sisi lain, tapi aku dari diriku sendiri, karena tidak semua orang jujur tentangku."
"jam 3 melek buat staycation ke negri atas awan, malah engas jam segini:smirking_face::weary_face: bgsd masak ye mampir blusuk²an hutan cuk:loudly_crying_face::loudly_crying_face:",Negatif,"Jam 3 melek buat staycation ke Negri atas awan, malah engas jam segini: smirking_face:: tired_face: bgsd masak kau berhenti blusuk2an hutan cuk:"
"sejak dosis obatnya didobel makin lethargic & amp; susah fokus. bahkan tidak bisa meletakkan wajah pada nama ketika saya menutup mata. namun terbalik, saya tidak dapat mengingat wajah orang -orang yang tidak ingin saya ingat juga. ___",Negatif,Karena dosis obat meningkat dua kali lipat menjadi lethargi dan sulit untuk fokus. Bahkan saya tidak bisa menempatkan wajah saya di wajah saya ketika saya menutup mata saya.
"""kak ayo sekali lagi kak mama kepo. iya sekali aja abis ini udah"" ujar mamaku setiap penghujung drakor, akhirnya tamaat 5 episode sehari",Netral,"""Kak ayo sekali lagi kak mama kepo. iya sekali aja abis ini sudah"" kata mamaaku setiap penghujung drakor, akhirnya tamaat 5 episode sehari"
"ngisi 2 seminar sebagai narasumber di dua kota berbeda hari ini, dengan kondisi badan gak fit. menderita bgt elah… pengen turu wes! harus menjadi pembicara di dua seminar yang berbeda di dua kota yang berbeda hari ini, sementara merasa tidak begitu baik ... yang saya inginkan hanyalah tidur!",Negatif,"Aku ingin menjadi pembicara di dua seminar yang berbeda di dua kota yang berbeda hari ini, sementara aku tidak merasa begitu baik... Aku hanya ingin tidur!"
"di sana di pagi hari cilegon, setengah dari jalan utama turun dari kemudik selai, dan di sini saya googling yang cara terbaik yang perlu saya ambil untuk mendapatkan di tempat kerja.",Netral,"Di sana di mattina di cilegon, setengah jalan utama turun dari kemudik selai, dan di sini saya google mana jalan terbaik yang perlu saya ambil untuk mendapatkan di tempat kerja."
"laki guaa, slalu santuy klo ketemu polisi :face_with_tears_of_joy:",Netral,Aku tidak akan bisa mendapatkan kesempatan untuk melihatmu lagi.
