emoji_in,label,backtranslated_tweet
yaudah karna banyak modus berkedok staycation dengan embel minta dikirimin duid aq buta mau modus donk tp km aj yg roommya pemesanan gmn :backhand_index_pointing_right::backhand_index_pointing_left:,Negatif,"Oke, karena banyak modus berkedok staycation dengan dalih minta kiriman uang, saya jadi buta dan mau curang, tapi yang bisa pesan kamar cuma kamu, gimana? :backhand_index_pointing_right::backhand_index_pointing_left:"
"episode unduh tiga serial asli vidio, masing2 eps 1 dr suka duka berduka, drama ratu drama dan bestie. kesimpulana, dua judul pertama kayaknya haruus ditonton sampe beres sih :face_with_tears_of_joy:",Positif,"Unduh episode dari tiga seri video asli, masing-masing episode 1 tentang suka duka, kesedihan, ratu drama, dan sahabat. Sebagai kesimpulan, saya pikir dua judul pertama harus ditonton sampai selesai :face_with_tears_of_joy:"
pas ketawa ilang tu cerita punya masalah :rolling_on_the_floor_laughing: pulu ke rumah yee overhinking lagi :face_with_tears_of_joy:,Negatif,"kalo ketawa, ceritanya ilang, ada masalah :rolling_on_the_floor_laughing: ane pulang duluan, mikirin lagi :face_with_tears_of_joy:"
saya belum menggunakan sheetmask untuk waktu yang lama sekarang bcs limbahnya (hanya memilikinya ketika saya perlu bahkan pesanan saya atau mendapatkannya secara gratis) tapi sepertinya aku semakin tergoda unk beli sheetmask:see-no-evil_monkey:,Netral,"aku sudah lama nggak pake sheetmask karena sampah (aku cuma pake pas butuh aja, bahkan pas aku pesan atau dapat gratis) tapi kayaknya aku makin tergoda buat beli sheetmask :see-no-evil_monkey:"
"deeptalk di siang hari ""aku berunting bgt ma etuk mbakmu"" kalimat sek diucapne suamine mbakku, setelah mbakku menemani dari 0 sampe skrng.",Positif,"deeptalk siang hari &quot;beruntung banget bisa ketok kak&quot; kalimat sek itu diucapin oleh suami kak ku, setelah kak ku menemani ku dari 0 sampai sekarang."
mana yang kamu sukai? jika anda harus memilih font default untuk pc anda,Netral,mana yang lebih kamu sukai? jika kamu harus memilih font default untuk pc kamu
pengen staycation tpi nggk mau sendirian,Netral,ingin staycation tapi tidak ingin sendirian
selamat sore bestie .. salam sejahtera semuanya.,Netral,Selamat siang sahabat.. Semoga kedamaian senantiasa menyertai kalian semua.
pake apple music karna ga bisa bayar spotify. melenturkan banyak inos ya?,Negatif,pakai apple music karena gak mampu beli spotify. pake banyak ino ya?
"jujurly moon maap sy mengkaget ad akun tmn yg sdh mninggal rpost pstingan: ') nderedeg gais. mkany dlu psca pgang 2 akun tokoh & amp; ke2nya meninggal sy lgsg logout kwtir slh krm dll. netizen ntr ntr mengagetkn. psca itu jg jd pkir ""lg pgang akun tokoh. 2x pegang kok ke2ny mninggal :loudly_crying_face:",Negatif,Jujurly Moon Maaf saya kaget ada akun teman yang mati pas ngepost postingan ini: &#39;) Malu banget nih guys. Makanya setelah punya 2 akun karakter &amp; dua-duanya mati saya langsung log out karena khawatir salah kirim pesan dll. Netizen kaget kemudian. Setelah itu saya juga mikir &quot;Gue punya akun karakter. Udah 2 kali punya tapi dua-duanya mati :loudly_crying_face:
"bahkan tahun 2021 saya adalah tahun yang pahit, tetapi saya bisa menganggapnya sebagai tahun terbaik di samping 2019. bagaimana abt 2022? jws.",Positif,"bahkan tahun 2021 bagiku adalah tahun yang pahit, tetapi aku dapat menganggapnya sebagai tahun terbaik selain tahun 2019. bagaimana dengan tahun 2022? jws."
"gausah ngeluh sm orang lain gaada yg peduli, yg bener ""peduli ya bestie sendiri",Netral,"Jangan mengeluh kepada orang lain bahwa tak ada yang peduli, orang yang benar-benar peduli adalah sahabatmu"
bsok hrs healing,Netral,besok harus sembuh
bukanyaa healing malah sinting wkwkw.,Negatif,bukannya sembuh malah bikin gila hahaha.
"gerakan cobie mengudara, bahkan menggerakkan raksasa. lebih banyak alasan untuk mempercayai :clinking_beer_mugs:",Netral,"gerakan cobie melayang di udara, bahkan menggerakkan raksasa. lebih banyak alasan untuk percaya :clinking_beer_mugs:"
"rayyanza baru 10 bulan udah bikin bangga orang tua delan dapat penghargaan, saya 24thn masih baring santuy tukang habisin nasi saja",Negatif,"Rayyanza baru berusia 10 bulan dan sudah membuat orang tuanya bangga dan memenangkan penghargaan, saya berusia 24 tahun dan saya masih berbaring dan baru saja menghabiskan nasi"
bagaimana saya bisa mempercayai anda ketika saya bahkan tidak mengenal anda.,Negatif,Bagaimana aku bisa percaya padamu jika aku bahkan tidak mengenalmu.
"memasuki akhir pekan, ringkasan dr linimasa; anak magang yg blm dibayar feenya, org hijrah dan ninggalin crypto dinyinyirin, mbak ngeluh krn lakinya bisanya cuma mantra dan pelihara burung, 3 anakat sepakat masukin ibuny panti dll. apapun itu, ibun tetap asam lambung parah :frowning_face::frowning_face:",Negatif,"Memasuki akhir pekan, rangkuman kronologinya; magang yang belum dibayar honornya, orang-orang yang migrasi dan meninggalkan kripto dikritik, seorang wanita mengeluh karena suaminya hanya bisa membaca mantra dan memelihara burung, 3 anak setuju untuk menitipkan ibunya di panti asuhan, dst. Apapun itu, ibunya masih sakit asam lambung parah :frowning_face::frowning_face:"
kepo banget kader gerindra ini ??? pengadilan mana bisa di antarmuka ...,Negatif,Kader Gerindra ini penasaran banget??? Kok bisa pengadilannya diinteraksiin...
"gabutuh pacar, sistem dukungan butuhhya -",Netral,"butuh pacar, butuh sistem pendukung -"
shud saya berikan atau harus saya terus mengejar trotoar bahkan jika itu tidak mengarah ke mana -mana? ha ha ha ha penyakit gres natali,Netral,haruskah aku menyerah atau haruskah aku terus mengejar trotoar bahkan jika itu tidak mengarah ke mana pun? ha ha ha ha penyakit natali baru
"sesuatu yang menyedihkan meskipun anda mencoba untuk terlihat kuat, tenang, allah memiliki sesuatu yang lebih baik, tetap percaya, itu bisa dilihat dari senyum anda yang memperkuat diri sendiri, ada banyak kesedihan dan kekecewaan, semakin saya melihat senyum anda semakin sedih aku, mencintaimu teteh tya :loudly_crying_face:",Positif,"ada yang menyedihkan walaupun kamu berusaha terlihat tegar, tenang, tuhan punya yang lebih baik, tetap percaya, itu terlihat dari senyummu yang menguatkan dirimu, banyak kesedihan dan kekecewaan, semakin melihat senyummu semakin aku sedih, sayang kamu kak tya :loudly_crying_face:"
"sate babi, babi bakar, babi guling, lohat babi main di halaman rumah sore2, anjing berkeliaran sana sini. sudaah mulai terbiasa bestie .. marii kita putar adzan dan ayat al quran agar mempermudah babinya segera login jadi sapi :red_heart:",Netral,"sate babi, babi panggang, babi panggang, anak babi bermain di halaman di sore hari, anjing berkeliaran di sana sini. udah mulai terbiasa nih bestie.. yuk kita putar adzan dan ayat suci Al Quran biar babi2nya gampang login jadi sapi bentar lagi :red_heart:"
saya pernah berpikir smh berdiri untuk entah bagaimana juga hzhzzzzjzh tetapi masuk akal tho,Netral,Saya dulu berpikir smh juga merupakan singkatan dari hzhzzzzjzh tapi itu masuk akal juga
"siap ""ngegalauuuu sama mvnya iniii, saya kira ceritanya menceritakan tentang bagaimana ia kehilangan ibunya. sebenarnya lagu ini adalah ost untuk seri taiwan di netlfix dan seri ini menceritakan tentang bagaimana orang hidup ketika orang mereka yang cantik telah pergi. dan eric chou tidak pernah kecewa !!",Positif,"siap2 &quot;galauuuu&quot; sama mv ini, ane kira ceritanya tentang kehilangan ibunya. ternyata lagu ini adalah OST dari serial Taiwan di netlfix dan serial ini bercerita tentang kehidupan orang ketika orang yang mereka sayangi telah tiada. dan eric chou gak pernah mengecewakan!!"
"kalau udah tahap kepo, suka ngeri sendiri. menimbulkan kecurigaan. tanya sewajarnya boleh, jangan kepo.",Negatif,"Kalau sudah pada tahap penasaran, nanti malah ngeri sendiri. Bikin curiga. Tanyakan saja dengan wajar, jangan penasaran."
si kepo sama kegiatan babu,Netral,orang yang kepo dengan kegiatan pembantunya
"saya benar -benar merinding ketika junmyeon berkata ""seperti anda menambahkan warna pada hidup saya"" tuhan saya sangat banyak :pleading_face:",Positif,aku benar-benar merinding ketika junmyeon berkata &quot;seperti kamu menambahkan warna dalam hidupku&quot; astaga banyak sekali :pleading_face:
masih terlalu banyak berpikir anjing lah,Negatif,masih terlalu banyak berpikir tentang anjing
"yang mau dateng, bestie dateng aja. *catatan: jadwal bisa berubah sewaktu-waktu*",Netral,"Kalau kamu mau ikut, datang aja, sahabat. *catatan: jadwal bisa berubah sewaktu-waktu*"
"waktu saya adalah shalat satu cara terbaik yang bisa dilakukan di akhir pekan ala aku. kalo aku suka banget akhir pekan sambil nonton drakor sepuasnya pake indihome, kalo weekend versi kamu apa nih bestie? :smiling_face:",Positif,"waktuku berdoa salah satu cara terbaik untuk menghabiskan waktu di akhir pekan. kalau aku sih suka banget menghabiskan akhir pekan sambil nonton drama Korea sepuasnya pakai indihome, kalau menurutmu akhir pekan itu seperti apa, sahabat? :smiling_face:"
mulai clingy pemirsahhh :rolling_on_the_floor_laughing:,Negatif,mulai jadi penonton yang manjahhh :rolling_on_the_floor_laughing:
saya meminta dari pada lalu lintas jazz dan radio memainkannya. sementara sebagian besar pendengar di atas 40 tahun. top memang suara surabaya !!! mben undang lah nang jazz traffic festival plis plis,Positif,Saya minta tolong jazz traffic dan radio putarlah. padahal pendengarnya kebanyakan umur 40 tahun ke atas. top memang suara Surabaya!!! mben invite lah nang jazz traffic festival please please
kerja sambil pemberian juga oke :zany_face::zany_face::zany_face:,Positif,bekerja sambil memberi juga tidak apa-apa :zany_face::zany_face::zany_face:
"saya harus menanggung tahun yang sulit di mana saya harus keluar untuk mengambil gambar, sambil mengasumsikan bahwa semua orang bisa menjadi pembawa tanpa gejala, termasuk saya. saya akan menaklukkan ketakutan saya sendiri, mengambil risiko untuk menangkap momen -momen penting di tengah pandemi yang menginfeksi & amp; membunuh banyak orang di jakarta",Negatif,"Saya harus bertahan di tahun yang sulit ini, di mana saya harus keluar untuk mengambil gambar, sambil berasumsi bahwa semua orang bisa menjadi pembawa virus tanpa gejala, termasuk saya. Saya akan menaklukkan rasa takut saya sendiri, mengambil risiko untuk mengabadikan momen-momen penting di tengah pandemi yang telah menginfeksi &amp; membunuh banyak orang di Jakarta."
"maaf ya lupa ngabarin, tadi abis motoran ajaa penyembuhan ke tempat jauh mumpung libur. sekarang aku udh di rumah kok, love u:red_heart:",Positif,"Maaf lupa ngasih tahu, saya baru saja pergi naik motor ke tempat yang jauh untuk memulihkan tenaga saat liburan. Saya sudah pulang sekarang, sayang kamu :red_heart:"
jujurly enak sangaddd:smiling_face::smiling_face:,Positif,jujur ini sangat lezat:smiling_face::smiling_face:
mana yang lebih baik ?,Netral,Mana yang lebih baik ?
belakangan ini banyak banget penimpu yang mengatas naankan harus lebih hati hati lagi yah untuk lebih amannana langsung aja ke wabesite yah bestie ini yang aslinya,Netral,"Belakangan ini banyak sekali penipu yang menggunakan naan, jadi kalian harus lebih berhati-hati ya, biar aman langsung aja ke websitenya ya sahabat, ini yang asli"
wkwkkw ngakak kalo google ngomong bestie. :rolling_on_the_floor_laughing:,Netral,"wow, saya akan terkejut jika Google menyebutnya sahabat. :rolling_on_the_floor_laughing:"
"knp byk orang tdk pintar jd pemimpin? 1. percaya diri & gt; drpd kompetensi, 2. kita lebih suka tokoh karismatik, 3 narsis mengapa begitu banyak pria yang tidak kompeten menjadi pemimpin? | tomas chamorro-premuzic ... via",Negatif,"mengapa banyak orang tidak kompeten menjadi pemimpin? 1. percaya diri &amp; gt; daripada kompetensi, 2. kita lebih suka tokoh yang karismatik, 3. narsisisme mengapa banyak pria tidak kompeten menjadi pemimpin? | tomas chamorro-premuzic ... via"
"masih belom tidur karna .. overinking :cross_mark: nontonin master chef season 6 :check_mark: baru ngheh aku cuma ngikutin cuma secuil dari musim 6 ini :grinning_face_with_sweat:, yaudah deh nonton di yutub aje",Positif,"masih belum tidur soalnya... kepikiran :cross_mark: nonton master chef season 6 :check_mark: barusan nonton season 6 cuma sedikit :grinning_face_with_sweat:, oke kita nonton aja di youtube"
"capek sendiri, futur sendiri, healing sendiri, nyemanganin sendiri adalah tingkat yang kuat.",Negatif,"Merasa lelah sendirian, menata masa depan, menyembuhkan diri, menghibur diri merupakan level yang kuat."
paling hubungkan di kehidupan perkrospitanku 2020 :speaking_head: *posting di sini aja *mau post di igs nanti dibaca coach *masih perang dingin *secara harfiah tiap,Netral,paling terhubung dalam kehidupan percrospitan saya tahun 2020 :speaking_head: *hanya posting di sini *ingin memposting di igs nanti pelatih akan membacanya *masih dalam perang dingin *secara harfiah setiap
"alibi target pasarnya bukan kamu sih menurutku karena dia udah gak peduli kamu mau ngomong apa, ambil atau tinggalkan. co/29kc5tpesl",Negatif,"alibi target pasarnya bukan kamu menurutku karena dia tidak peduli apa yang kamu katakan, terima atau tinggalkan. co/29kc5tpesl"
"malas nya belum tidur diatas jam 10, terlalu banyak berpikir ~",Negatif,"Aku terlalu malas tidur setelah jam 10, terlalu banyak pikiran ~"
"memiliki kopi sore saya saat membaca tentang ipk 1,77 **** ini :hot_beverage:",Negatif,minum kopi sore sambil membaca tentang 1.77 **** gp :hot_beverage: ini
berpikir soal zakat mal yang berlebihan. takut salah ngitung.,Negatif,mikirin zakat mal yg berlebihan.takut salah hitung.
sabtu adalah santuy :beaming_face_with_smiling_eyes:,Positif,Sabtu santai :beaming_face_with_smiling_eyes:
gak ngapa ngapa kok healing :grinning_face_with_sweat:,Netral,"nggak apa-apa, nggak apa-apa, lagi penyembuhan :grinning_face_with_sweat:"
misterius cuek bodo amatan menikmati santuy ramah,Netral,misterius acuh tak acuh acuh tak acuh terhadap pengamatan menikmati santai ramah
itu dosen apa bocah kecil yg kepo sih?,Negatif,Itu dosen atau anak kecil yang bodoh?
dia adalah bestie,Netral,dia adalah sahabat
"slahah lama tidak terlalu banyak berpikir, karena menurutku menyita waktu dan aku tidak kehilangan diriku sendiri. sekarang saya mulai kehilangan diri saya lagi, mengkhawatirkan semua yang saya tidak perlu khawatirkan.",Negatif,"Dulu saya tidak terlalu banyak berpikir, karena saya pikir itu menghabiskan waktu dan saya tidak kehilangan jati diri. Sekarang saya mulai kehilangan jati diri lagi, mengkhawatirkan hal-hal yang tidak perlu saya khawatirkan."
saya mengundang anda untuk bergabung dengan intellifluence sehingga anda dapat berkolaborasi dengan influencer dan mempromosikan produk atau layanan anda! daftar dan dapatkan diskon 50% dari bulan pertama anda dengan platform terbaik di sekitar! melalui,Netral,Saya mengundang Anda untuk bergabung dengan intellifluence sehingga Anda dapat berkolaborasi dengan para influencer dan mempromosikan produk atau layanan Anda! Daftar dan dapatkan diskon 50% untuk bulan pertama Anda dengan platform terbaik! via
mfer benar -benar berkata: ikhlas dalam bekerja (magang) tanpa pamrih ini program pemerintah dan program tersebut secara harfiah mengatakan magang akan dibayar. kamu buta atau apa? politik selalu tidak pernah gagal membuat saya jijik.,Negatif,"mfer beneran bilang: kerja ikhlas aja dalam magang, jangan berharap apa-apa. Ini program pemerintah, dan di program ini secara harfiah disebutkan magang itu dibayar. Kamu buta atau gimana? Politik memang selalu bikin saya jijik."
"bener banget, sistem dukungan dibantu 2x jalur doa ortu.",Netral,"Benar saja, sistem pendukungnya dibantu oleh 2x saluran doa orang tua."
aku udah ngelist jawaban salty untuk perantanaan salty besok lebaran,Negatif,Saya telah mencantumkan jawaban salty untuk syafaat salty besok untuk Idul Fitri
yaelahh denial lu bikin gue ngakak wkwk,Negatif,"Ya, penyangkalanmu membuatku tertawa terbahak-bahak"
"saya merasa september tahun ini adalah bulan terbaik yang pernah saya tinggali di tahun 2022: baru saja kelulusan, memanifestasikan perjalanan solo saya, mendapatkan pekerjaan yang baik, ulang tahun yang diberkati, dan banyak lagi hal -hal baik terjadi di saya menamainya :).",Positif,"Saya merasa September tahun ini adalah bulan terbaik yang pernah saya jalani di tahun 2022: baru saja lulus, mewujudkan perjalanan solo saya, mendapatkan pekerjaan yang bagus, ulang tahun yang diberkati, dan masih banyak hal baik lainnya terjadi atas nama saya :)."
