Unnamed: 0,tweet,tweet-english,tweet-indo,label,cleaned_tweet,texten,backtranslated_tweet
3509,Para asistenku.. 🤣🤭 #bestie #bff  #mycousinwedding  #behappy #begrateful #beblessed 💗 @ Dimana Mana Hatiku Senang https://t.co/vZvgYvDV7f,My assistants .. 🤣🤭 #Bestie #BFF #MyCOUSINWEDDING #Behappy #Begrateful #Beblessed 💗 @ where my heart is happy https://t.co/vzvgyvdv7f,Para asistenku .. 🤣🤭 #bestie #bff #mycousinwedding #behappy #begrateful #beblessed 💗 @ dimana mana hatiku senang https://t.co/vzvgyvdv7f,Positif,para asistenku.. :rolling_on_the_floor_laughing::face_with_hand_over_mouth: :growing_heart: @ dimana mana hatiku senang,untuk asistenku.. :rolling_on_the_floor_laughing::face_with_hand_over_mouth: : growing_heart: @ dimana hatiku senang,for my assistant.. :rolling_on_the_floor_laughing::face_with_hand_over_mouth: :growing_heart: @ where my heart is happy
4216,Staycation~ https://t.co/MQHXJ1apAv,Staycation ~ https://t.co/mqhxj1apaV,Staycation ~ https://t.co/mqhxj1apav,Netral,staycation~,staycation~,staycation~
4950,"Yaallah kembalikanlah sikap santuy dan berpikir Positif ku dulu, saia ingin menerapkanya kembali 😢","Yeahlah return Santuy's attitude and my positive thinking first, I want to apply it again 😢","YaAllah Kembbalikanlah Sikap Santuy Dan Berpikir Positif Ku Dulu, Saia Ingin Menerapkanya Kembali 😢",Negatif,"yaallah kembalikanlah sikap santuy dan berpikir positif ku dulu, saia ingin menerapkanya kembali :crying_face:","yaallah kembalikanlah sikap santuy dan berpikir positif dulu, saia ingin menerapkanya kembali :crying_face:","Ya Allah, bring back your calm attitude and positive thinking first, I want to apply it again :crying_face:"
1732,"Hi Bestie Yuk! Berlangganan sekarang dan dapetin diskon biaya pemasangan 70%, dengan kecepatan internet super cepat up to 40 mbps, Bebas akses Disney+ Hotstar dan bonus 1 bulan berlangganan. #InternetnyaIndonesia #aktivitastanpabatas  #paketjituindihome https://t.co/oEcXsHWSD4","Hi Bestie! Subscribe now and get a discount on the cost of installation 70%, with super fast internet speed up to 40 Mbps, free of Disney+ Hotstar access and 1 month bonus subscription. #InnernetnyaIndonesia #Tastanpabatasaktas #PaketjituindiHome https://t.co/oecxshwsd4","Hai bestie yuk! Berlangakan Sekarang Dan Dapetin Diskon Biaya Pemasangan 70%, Internet KECEPATAN DENGAN Super Cepat hingga 40 Mbps, Bebas Aksses Disney+ Hotstar Dan Bonus 1 Bulan Berlangakanan. #Internetnyaindonesia #aktivitastanpabatas #paketjituIndihome https://t.co/oecxshwsd4",Netral,"hi bestie yuk! berlangganan sekarang dan dapetin diskon biaya pemasangan 70%, dengan kecepatan internet super cepat up to 40 mbps, bebas akses disney+ hotstar dan bonus 1 bulan berlangganan.","hai sahabat yuk! berlangganan sekarang dan dapatkan diskon biaya pemasangan 70%, dengan kecepatan internet super cepat hingga 40 mbps, bebas akses disney+ hotstar dan bonus 1 bulan berlangganan.","Hey friends, come on! subscribe now and get a 70% discount on installation fees, with super fast internet speeds of up to 40 mbps, free Disney+ Hotstar access and a 1 month subscription bonus."
2305,Jujurly aku apa2 udah ketergantungan sm kamu si https://t.co/3e9TVBnXYk,"Honestly, I have been dependent on you https://t.co/3e9tvbnxyk",Jujurly AKu apa2 Udah Ketergantungan SM Kamu Si https://t.co/3e9tvbnxyk,Netral,jujurly aku apa2 udah ketergantungan sm kamu si,sejujurnya aku apa2 udah ketergantungan sm kamu si,"To be honest, I'm already addicted to you"
4509,This is interesting esp. with the part that saying enfp sometimes will focus more on the other person they talked to. I notice it with my INFP bestie. But she's a great storyteller tho so u cant help but listening to her stories 😁https://t.co/j0mJxqD9fn,This is interesting eSP. With the part that saying enfp sometimes will focus more on the other person they are talking to. I notice it with my infp bestie. But she's a Great Storyteller Tho So U Cant Help But Listening to Her Stories 😁https: //t.co/j0mjxqd9fn,"Ini adalah ESP yang menarik. Dengan bagian yang mengatakan ENFP kadang -kadang akan lebih fokus pada orang lain yang mereka ajak bicara. Saya memperhatikannya dengan sahabat infp saya. Tapi dia pendongeng yang hebat, jadi kamu tidak bisa membantu tetapi mendengarkan ceritanya 😁https: //t.co/j0mjxqd9fn",Positif,this is interesting esp. with the part that saying enfp sometimes will focus more on the other person they talked to. i notice it with my infp bestie. but she's a great storyteller tho so u cant help but listening to her stories :beaming_face_with_smiling_eyes:,"ini menarik khususnya. dengan bagian yang mengatakan enfp terkadang akan lebih fokus pada lawan bicaranya. saya menyadarinya dengan sahabat infp saya. tapi dia pendongeng yang hebat, jadi mau tak mau kamu harus mendengarkan ceritanya :beaming_face_with_smiling_eyes:","this is especially interesting. with the part that says enfp will sometimes focus more on the person he is talking to. i noticed this with my infp best friend. but he's a great storyteller, so you can't help but listen to his story :beaming_face_with_smiling_eyes:"
670,bete bgt bestie,Bete really bestie,Bete Bgt Bestie,Negatif,bete bgt bestie,bete bgt sahabat,really bored friend
4507,"This is epic, they lost the aegis but still can wipe out the opponent team  Humblegod surely a humblegod https://t.co/ljx7ClKnur","This is epic, they lost the aegis but still can wipe out the optonent team  Humblegod Surely A Humblegod https://t.co/ljx7clknur","Ini epik, mereka kehilangan aegis tetapi masih bisa menghapus tim lawan  Humblegod Tentunya Humblegod https://t.co/ljx7clknur",Positif,"this is epic, they lost the aegis but still can wipe out the opponent team humblegod surely a humblegod","ini epik, mereka kehilangan aegis tapi masih bisa menyapu bersih tim lawan yang rendah hati pastinya yang rendah hati","this is epic, they lost the aegis but were still able to wipe out a humble opposing team that is definitely a humble one"
4411,"Thank you Izone for your struggles for 2, 5 years😊Wizone Hope Izone Always Supports Each Other Even though They Have Separated🤗🥺 https://t.co/P4ZgXLt9eZ","Thank you izone for your struggles for 2, 5 years😊wizone hope izone always supports each other even though they have separated🤗🥺 https://t.co/p4zgxlt9ez","Terima kasih IZone atas perjuangan Anda selama 2, 5 tahun😊Wizone berharap Izone selalu saling mendukung meskipun mereka telah memisahkan🤗🥺 https://t.co/p4zgxlt9ez",Positif,"thank you izone for your struggles for 2, 5 years:smiling_face_with_smiling_eyes:wizone hope izone always supports each other even though they have separated:smiling_face_with_open_hands::pleading_face:","terima kasih izone atas perjuangan kalian selama 2, 5 tahun:smiling_face_with_smiling_eyes:wizone berharap izone selalu saling mendukung meski telah berpisah:smiling_face_with_open_hands::pleading_face:",thank you izone for your struggle for 2.5 years:smiling_face_with_smiling_eyes:wizone hopes izone will always support each other even though they have separated:smiling_face_with_open_hands::pleading_face:
1956,"I think, when you truly love something, you put them first before yourself. This morning, when I woke up, I feed my fish, and change the water. While me, I don't even drink water when I do that.","I think, when you really love something, you put them first before yourself. This morning, when I woke up, I feed my fish, and change the water. While me, I don't even drink water when I do that.","Saya pikir, ketika Anda benar -benar mencintai sesuatu, Anda menempatkan mereka terlebih dahulu sebelum diri Anda sendiri. Pagi ini, ketika saya bangun, saya memberi makan ikan, dan mengganti air. Sementara saya, saya bahkan tidak minum air saat melakukannya.",Positif,"i think, when you truly love something, you put them first before yourself. this morning, when i woke up, i feed my fish, and change the water. while me, i don't even drink water when i do that.","Menurutku, ketika kamu benar-benar mencintai sesuatu, kamu akan mengutamakannya sebelum dirimu sendiri. pagi ini, ketika aku bangun, aku memberi makan ikanku, dan mengganti air. sedangkan aku, aku bahkan tidak minum air ketika melakukan itu.","In my opinion, when you really love something, you will put it before yourself. this morning, when i woke up, i fed my fish, and changed the water. as for me, I don't even drink water when I do that."
2611,Koko bobo santuy @ Taman Permata Cikarang https://t.co/Vgj9mrF5LI,Koko Bobo Santuy @ Taman Permata Cikarang https://t.co/vgj9mrf5li,Koko bobo santuy @ taman permata cikarang https://t.co/vgj9mrf5li,Netral,koko bobo santuy @ taman permata cikarang,koko bobo santuy @ taman permata cikarang,Koko Bobo Santuy @ Taman Permata Cikarang
4266,"Sunflower blossom in my garden, my sun tracking device finally show its beauty. Its called “sunrise”, because bright yellow color and bring good mood for people around. Happy Friday everyone. https://t.co/tPuh0necOv","Sunflower Blossom in My Garden, My Sun Tracking Device Finally Show its Beauty. Its called ""Sunrise"", because Bright Yellow Color and Bring Good Mood for People Around. Happy Friday everyone. https://t.co/tpuh0necov","Bunga bunga matahari di kebun saya, perangkat pelacakan matahari saya akhirnya menunjukkan keindahannya. Ini disebut ""matahari terbit"", karena warna kuning cerah dan membawa suasana hati yang baik untuk orang -orang di sekitar. Selamat Jumat semuanya. https://t.co/tpuh0necov",Positif,"sunflower blossom in my garden, my sun tracking device finally show its beauty. its called “sunrise”, because bright yellow color and bring good mood for people around. happy friday everyone.","bunga matahari mekar di tamanku, alat pelacak matahariku akhirnya menunjukkan keindahannya. Disebut “matahari terbit”, karena warnanya yang kuning cerah dan membawa suasana hati yang baik bagi orang-orang di sekitarnya. selamat hari jumat semuanya.","sunflowers bloom in my garden, my sun tracker finally shows its beauty. It is called the “rising sun”, because its color is bright yellow and brings a good mood to the people around it. happy Friday everyone."
4052,"So I lay a dozen roses for the lover that I've lost I stand by all my choices, even though I paid the cost 😭  https://t.co/6ofmRRxWWY","So I lay a dozen roses for the lover that I've lost I stand by all my choices, even though I paid the cost 😭  https://t.co/6ofmrrxwwy","Jadi saya meletakkan selusin mawar untuk kekasih yang hilang Saya mendukung semua pilihan saya, meskipun saya membayar biaya 😭  https://t.co/6ofmrrxwwy",Negatif,"so i lay a dozen roses for the lover that i've lost i stand by all my choices, even though i paid the cost :loudly_crying_face:","jadi aku titipkan selusin bunga mawar untuk kekasihku yang telah hilang aku tetap pada pilihanku, meski aku sudah membayar biayanya :loudly_crying_face:","so I left a dozen roses for my lost lover. I stuck to my choice, even though I had already paid the fee :loudly_crying_face:"
1365,Goals: menyelesaikan shor tail sampling hari ini. Demi kenyamanan dan keamanan staycation ku besok✊🏻,Goals: Completing Shor Tail Sampling Today. For the convenience and safety of my staycation tomorrow✊🏻,Tujuan: Tekor Tekor Menyelesaan Shor Hari ini. Demi Kenyamanan Dan Keamanan Staycation Ku Besok✊🏻,Positif,goals: menyelesaikan shor tail sampling hari ini. demi kenyamanan dan keamanan staycation ku besok:raised_fist_light_skin_tone:,tujuan: menyelesaikan pengambilan sampel shor tail hari ini. demi kenyamanan dan keamanan staycation ku besok:raised_fist_light_skin_tone:,goal: complete shor tail sampling today. for the comfort and safety of my staycation tomorrow: raised_fist_light_skin_tone:
4772,"What do you think? @pretcieux @aadbitcoin ? The next problem for BTC is fee, that's why I prefer ETH than BTC in my portofolio https://t.co/QTBmUD7VBf","What do you think? @pretcieux @aadbitcoin? The next problem for BTC is fee, that's why I prefer eth than btc in my portfolio https://t.co/qtbmud7vbf","Bagaimana menurut anda? @PerpretCieux @aadbitcoin? Masalah selanjutnya untuk BTC adalah biaya, itu sebabnya saya lebih suka ETH daripada BTC di portofolio saya https://t.co/qtbmud7vbf",Netral,"what do you think? ? the next problem for btc is fee, that's why i prefer eth than btc in my portofolio","bagaimana menurutmu? ? Masalah btc berikutnya adalah biaya, itulah mengapa saya lebih memilih eth daripada btc dalam portofolio saya","what do you think? ? The next problem with btc is fees, that's why I prefer eth over btc in my portfolio"
2118,Ini moots minta di follow tp gk follback ada masalah apasi bestie sini cerita,This is a moots asking to be followed but there is no follow -up there is a matter of the bestie here,Ini moots minta di ikuti tp gk follback Ada masalah apasi bestie ceri,Netral,ini moots minta di follow tp gk follback ada masalah apasi bestie sini cerita,ini diperdebatkan minta di follow tp gk follback ada masalah apasi bestie sini cerita,"This was debated, asked to follow but didn't follow back, there was a problem with the bestie here telling the story"
3985,"Setelah semua rutinitas itu, It's time for self healing 💥","After all that routine, It's time for self healing 💥","Setelah Semua Rutinitas Itu, Sudah waktunya untuk penyembuhan diri 💥",Positif,"setelah semua rutinitas itu, it's time for self healing :collision:","setelah semua rutinitas itu, saatnya untuk self healing :collision:","after all that routine, it's time for self-healing :collision:"
2033,"Ibuk penjual soto lamongan dah pamit mo mudik seminggu beserta bestie"" warung pecel lele lamongan lainny. Survive indomie dan sarden.","Ibuk seller Soto Lamongan has said goodbye to going home a week along with Bestie ""Lamongan Lele Pecel Warung. Survive Indomie and Sarden.","Ibuk Penjual Soto Lamongan Dah Pamit Mo Mudik Seminggu Besta Bestie ""Warung Pecel Lele Lamongan Lainny. Survive Indomie Dan Sarden.",Netral,"ibuk penjual soto lamongan dah pamit mo mudik seminggu beserta bestie"" warung pecel lele lamongan lainny. survive indomie dan sarden.","ibuk penjual soto lamongan dah pamit mo mudik seminggu beserta bestie"" warung pecel lele lamongan lainny. survivor indomie dan sarden.",The mother who sells soto Lamongan has said goodbye to going home for a week with her bestie at the Lamongan catfish pecel stall. Indomie and sardine survivors.
