cleaned_tweet,label,backtranslated_tweet
why do i even bother gghhhh,Negatif,Why am I even bothering you?
"just watched army of thieves,and still relatable even if you have not watched army of the dead. don't really understand about the technical review, but it is enjoyable. the shot is dope.",Positif,"I'm just watching the soldier pencuri, and I'm still related even if you haven't watched the soldier mati."
literally gajelas,Negatif,by the way
"so i actually have a somewhat trust issue, but i choose to trust lee felix to be my moodbooster. whenever life feels too much confusing, he is more than enough to make my lip burst a smile :red_heart: #우리도_사랑해_스트레이키즈 :red_heart:",Positif,"So I actually have a problem with faith, but I choose to trust Lee Felix as a backbone of my mood."
literally nice try nat,Positif,"Really, really, really good trying Nat."
my bestie approved that almost brokenhearted women are beautiful when the relationship end,Positif,My friend agrees that the woman who almost broke my heart is beautiful when the relationship ends
"i love to texting in english even my grammar isn't good, and i like if someone text me in english. but i hate it when she/he doesn't get my point. not to be ""nazi"" but one word can be much meaning especially in a sentences :smiling_face_with_tear::smiling_face_with_tear: why u should translate it one by one word :smiling_face_with_tear:",Positif,"I like to send messages in English even my father's language is not good, and I like it if someone sends messages to me in English. But I hate it when he/she doesn't understand what I mean."
"ga kebayang reaksi para bestie yang nyangkanya gue masih suka masalalu, pdhl yg gue suka orang yang mereka ga suka:face_with_peeking_eye:",Negatif,"Ga kebayang reaksi para bestie yang yangkanya gue masih suka masalalu, pdhl yang gue suka orang yang mereka suka ga:face_with_peeking_eye:"
"my boyfie chngs too much, to be clingy and bucin maksimal :face_with_spiral_eyes::double_exclamation_mark::OK_hand: but i rlly like it :sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart::sparkling_heart:",Positif,"My girlfriend is too much, to be clingy and bucin maximal: face_dengan_spiral_mata:: double_exclamation_mark:: ok_tangan: but i like it:"
"even disaat sahabat gue blg kalau, 'dia (gue) ga mungkin bilang gtu, dia bercanda doang, lo kaya ga tau dia aja' si p ini memutuskan buat ngga percaya",Negatif,"Even when my best friend blg if, she (I) did not probably say that, she can pray, I know she'll if I decide to make make make make make make make make believe"
"vacation all i ever wanted, vacation had to get away... :umbrella_on_ground::crab: @ hotel turtle beach - ujung genteng",Positif,I'm going to go on vacation.
"if you still normal before the invitations, you wont afraid to exit and free bcs no one life like that and no one wants to life like that even idiots in usa",Negatif,"If you were still normal before the pandemic, you wouldn't be afraid to go out and be free."
"yang selalu aku pikirin akhir² ini ""dia chat di respon ga ya ?"" ""dia masih chattingan ga ya ?"" ""ga ngechat aku samsek , pasti dia chattingan sama ituan"" plisss , overthinking terus semakin membuatku tidak normal :')",Negatif,"I always thought the end of this was ""she's still talking to you?"""
healing feelings yg lagi kacau belakangan ini:smiling_face_with_smiling_eyes: gw suka kepantai klo lagi badmood liat sunset dan trnyta sangat membantu:smiling_face_with_smiling_eyes:,Positif,I feel like I'm feeling bad again and I'm really happy with my life.
healing-healing-hilang.√,Negatif,The following is the list of the countries of the European Union:
staycation then chill :flushed_face:,Positif,Staycation lalu chill: flushed_face:
"temenku cape aku ceritain crush mulu. maap:loudly_crying_face: introducing my private ig stories, my private tiktok, my twitter :",Negatif,"Temanku Cape Aku Ceritain Crush mulu. maap: Loudly_crying_face: introduce story IG pribadi saya, Tiktok pribadi saya, Twitter saya:"
why are they so cute even when saying don't cry to each other :pleading_face:,Positif,Why they are so sweet even when they say don't cry one by one:
kesel yo!! saben bengi slalu insecure karo overthinking,Negatif,I'm tired of thinking too much
yaoloh old crush (msh) bikin senyum2 sendiri,Netral,Yaoloh you touched me (msh) bikin smile2 sendiri
"semua diuji sesuai tarafnya imo kuncinya bersyukur. ada yg penghasilan 30k/hari asal anak istri bisa makan, bisa jalan-jalan ke monas udah seneng bukan main. ada yg penghasilannya 20 mio up, rumah cluster tapi bawaannya mau main sana sini, liat pasangan muak, is that even home?",Netral,"Everything was tested according to the way I was feeling. I was grateful. I had a 30k income per day if my daughter could eat, could I walk to monastic schools and it wasn't a big deal. I had 20 million in my life, but I had a big problem."
mau spill akun fake ni wkwkw. tag engga tag engga yaaaaaaahhhh,Negatif,I want to tell you that this is fake.
butuh system support untuk hal yang harus di kejar.,Netral,I need support for the system for hal yang harus di kejar.
trolls on my tiktok literally :skull::ogre::loudly_crying_face::pensive_face::face_with_raised_eyebrow::woozy_face::rolling_on_the_floor_laughing:,Netral,Trolls di tiktok saya secara literal: Skull::ogre::loudly_crying_face::expensive_face::face_with_raised_eyebrow::woozy_face::rolling_on_the_floor_laughing:
an indonesian friend is currently studying for his phd in japan. he loves his coffee and his local coffee shop has a large selection for sale. even mandheling. you can probably see that japanese people like a dark roast,Positif,One of my Indonesian friends is currently studying for a PhD in Japan. He likes to copy and warung kopi lokalnya has a great option for sale.
:winking_face_with_tongue: : weekend ini mau santuy di rumah ajalah sambil ngeyoutube.:smirking_face: : ntar abis kuota nangess!:smiling_face_with_sunglasses: : kagaklahhhh kan pake cuy.,Positif,:winking_face_with_tongue: : akhir pekan ini mau santuy di rumah ajalah sambil ngeyoutube.:smirking_face: : ntar abis kuota nangess!:smiley_face_with_sunglasses: : kagaklahhhh kan pake cuy.
pretend to smile even though your heart hurts :),Negatif,I'm smiling even though I hate you.
dari kasus perngepetan ini kita belajar . . don't trust issues!,Netral,From the case perpetual this we learn ... don't believe the problem!
"disaat mulut tak lagi mengeluarkan kata-kata,biarkan mata yang berbicara-. . . .",Netral,"When the mouth doesn't speak again, let the mouth speak."
when i started to overthinking i played the song that makes me think and feels like that. in order to makes my overthinking going so fast by time and situation.,Negatif,"When I started thinking too much, I played a song that made me think and feel like it to make my thinking go so fast with time and situation."
jujurly pem beud nasi padang wkwkwk,Netral,Jujur pem beud nasi padang wkwkwk
tag bestie kamu :grinning_cat_with_smiling_eyes:,Netral,You are smiling with me smiling
jangankan bare minimum kalau udah jadi crush di reply story aja mau salto rasanya,Positif,Don't just say it if it's already so broken in the answer story
"uri leader looks so pretty, even wearing mask. :face_screaming_in_fear:",Positif,"You look beautiful, even wearing topeng."
"today really learn about life, fortune given by **** is not only financial, nice house, good office position but having good people around as well as a fortune that is second to none.",Positif,"Today is really learning about life, wealth that is given by **** is not just finance, house that is good, office position that is good but has people good in the surrounding and wealth that is not good."
pengen ngeluh ke bestie masalah yg sama tapi takut disemprot,Negatif,I want to get back to my best problem but I'm afraid to disregard it
need bestie,Netral,needing beste
"so besides hard rock and heavy metal, my late dad also introduced me into underground indonesian punk/ska scene. he knew many underground indonesian bands even if they're hard to find on the internet.",Netral,"So apart from hard rock and heavy metal, ayah saya juga memperkenalkan saya ke scene punk/ska Indonesia underground."
"ributribut missspelling grammar inggris atau apalah gatau apa org jepang spill back aja jadi 'ba-ku', brake jadi 'bu-re-ki', election jadi 'e-rek-ti-ong' (lbh parah:face_with_tears_of_joy:). untuk sekelas percakapan biarpun salah yg penting paham, ga akan dipermasalahin jg sm org lokalnya",Negatif,"I'm not sure if I'm going to be able to get back to school, but I'm not sure if I'm going to get back to school."
"i still want your love, teach me whatever you want as long as it's not about how i have to live without you, is because she's there? til you forget that i'm the one who's always loyal:wilted_flower:",Negatif,"I still want to love you, to tell you everything you want to be. It's not about how I should live without you."
"kangen jaman sma, izin ke toilet tapi jalannya muter, sengaja yang jauh dan ngelewatin kelas mas crush. wqwqwqwq",Positif,"I miss high school, I'm going to the bathroom but I'm just going to play, I mean, I'm going to be a little bit more busy."
healing healing :face_with_tears_of_joy:,Netral,The first is the first.
"bukan crush, tpi ini gemes gwenchana",Positif,"Not crushed, but this is a permata gwenchana"
"when i saw hugging with , my wish is i was mamros, and im hugging andin that tight. even if its only in my dream. i will be very much loved.",Positif,"When I see the Pelucan with, my desire is that I am Mamros, and I am the Pelucan and so tight. Even if it is only in my dreams."
selamat pagi bestie.... nyari bolen edamame dulu,Netral,"Good morning, my dear..."
"pernah, apalagi kalo udh tengah malem. overthinking",Negatif,"Ever, especially if it's already mid afternoon."
biar lu kepo lah,Netral,I'm not going to be able to do it.
"nemu tempat hidden gem cocok buat healing , mungkin habis pulkam kediri balik lg pasuruan , lngsung gas secepatnya euy .",Positif,"You can find a hidden gem that suits the penembuhan , maybe I can go back to Pasuruan , just to get gas as quickly as possible ."
"day 28 prince harry said: it is okay to have depression, it is okay to have anxiety and it is okay to have an adjustment disorder. we need to improve the conversation. we all have mental health in the same way we all have physical health.",Netral,"On the 28th, Prince Harry said: Nothing to experience depression, nothing to experience anxiety and nothing to experience penny disorder. We need to improve our performance. We all have mental health in the same way we all have physical health."
