emoji_en,label,backtranslated_tweet
"saved my life thank you ... i don't like it, a liquid prefer. but so fast the work is woy?! less than 30 minutes, my digestive digestive problems are finished. thank u",Positif,"Save my life. Thank you... I don't like it, more liquid."
too much want to know other people's business that is why indonesia is called the state (kepo) lauan,Negatif,Too much to know about other people's business. That's why Indonesia is called a state.
"taeyung be like: sape yesterday who was rumored to be dating with the anu, nyoh i spill himself before spill",Netral,"My taeyung is like: yesterday's species that were rumored to date with my penis, noh spilled himself before it spilled"
whatever your problem just make a smile buddy :handshake: :camera_with_flash:: @ lorin solo hotel,Positif,Whatever your problem is just making friends smile: handshake:::: camera_with_flash: @ lorin solo hotel
how rare and beautiful it is to even exist :red_heart::sparkles:,Positif,how rare and beautiful there is even:red_heart:sparkles:
which is often often the material for overthinking night malem,Negatif,that often material for men nights overthinking
"""is the slippery **** that i donated my **** to for a while staying there?"" go johnny! :face_with_tears_of_joy:",Negatif,"""is the slippery **** that I donated my **** to temporarily stay there?"""
lawak is cmn simple sentences single salty very not that deep,Negatif,Lawak is a simple single salted sentence very much nothing that deep
we need to make these two meet each other just like when you visit yoimiya and let her do the babysit (because albedo busy doing deadline),Netral,We need to get the two of them to meet just like you did when you visited Yoimiya and let her do the parenting thing.
"for me the close friend feature is a feature where i want to show my story to boyfriend without sending it directly to him and without being seen by others, which is close friend, he only hahhahah",Netral,"For me a close friend feature is a feature where I want to show my story to my girlfriend without sending it directly to her and without being seen by anyone else, who is a close friend, she's just hahahahahah"
"my outside is not bright even during the day endless nights are left behind what about you, are you like me my heart aches over the unknown",Negatif,"My outside wasn't bright even during the endless day and night left behind anything about you, do you like my heartache over the unknown"
"is all the father, if your child is sick, you can take a snoring, not a burden?",Negatif,"is it all dad, if your son is sick, you can take a snore, not a burden?"
here healing with me ...,Netral,Here healing with me...
"even though i know they have bad intentions. i'm try to overlook it in a positive way. my feelings are much more delicate than i remember, it's hard to act natural. all the words i want to say are stuck in my throat, debating :relieved_face:",Negatif,"Although I know they have bad intentions. I try to ignore them in a positive way. My feelings are much more subtle than I remember, it's hard to act naturally."
spill video documentation live porseni mandiri 2022 preliminary document,Netral,A self-sustaining video documentation pornni live 2022 initial documents
she was literally performing her entire discography except for badster and think about me. i was hoping for thinking about me thought :confused_face:,Negatif,He actually did the whole discography except for the badster and thought about me. I was hoping to think about my thinking: bewildered:
healing is not about forgeting.,Netral,The cure is not about forgetting.
staycation,Netral,staycation
"the red flag negara was in the last 2nd minute, mas sam bird 10 'gbr' ~ finally even won again ± getting p1. bonus: sis robin frijns 12 'dut' & amp; allons sis jean -éric vergne 25 'fra' bak discussion = :face_with_open_mouth::face_screaming_in_fear::weary_cat::speak-no-evil_monkey::thinking_face:rip ×:-(((!!! ...",Netral,"the red flag state was in the last 2nd minute, ms sam bird 10 'gbr' ~ finally even won again p1. bonus: sis robin frijns 12 'dut' & amp; allons sis-éric vergne 25 'fra' - 'act of discussion =:facewith_open_mouth: face_in_right::::: weady_cat:: no-evil_key: mila:_face:"
"sapasih who has a nawba isbahan's partitur, i am the way to the language of the song",Netral,"Who has nawba isbasan's parture, I walk into song language"
"the hate seems to be ingrained like that, until finally finally denial. feel the most hurt. even though i explained. don't understand ah .....",Negatif,"Hate seems to be embedded like that, until it finally denies feeling the most pain, though I explain. Don't understand ah...."
gocapan .... @ tangerang selatan // t. co/iwk9ppwxlm,Netral,"fontcolor="" # FFFF00""gocapan... fontcolor="" # FFFF00"" south tangerang / t. co/iwk9ppwlm"
santuy amat :cat::kissing_cat::smiling_face_with_hearts:,Positif,very sax:cat::kissing_cat::smiling_face_with_hearts:
"sometimes selfish is necessary, because those who are entitled to arrange yourself where and who can measure the mental capacity in yourself that you cmn yourself, don't forget to make self healing!",Positif,"At times, it is necessary to be selfish, for those who have the right to control where you are and who can measure the mental capacity within yourself that you have a centimeter of, do not forget to make yourself heal!"
healing healing dry bag,Negatif,To cure a dry bag.
literally crying right now i miss my kadiliman boys :beaming_face_with_smiling_eyes: short,Negatif,I'm really crying right now. I miss my little girl:beaming_face with smiling_eyes: short
keep join with a more relatable twist. app makes those easy to relate with. oh and thanks for the free $ xbn tokens! go download wallet already. also refer your friends and earn $ bnr tokens! via,Netral,keep joining more relative twists. The application makes it easy to relate to. oh and thank you for free $ xbn tokens! go download wallets already. as well as your friends references and get $ bnrens! through
"thank you for your stamina today, thank you for maintaining my balance and staying strong even though you broke through the rainstorm ... today was great with you, friend. .official",Positif,"Thank you for your stamina today, thank you for keeping my balance and staying strong despite your breaking through the rainstorm... today is great with you, friend. .official."
"i can't usually be this overthinking, this is my overthinking at dawn2 :crying_face:",Negatif,"I can't usually be this overthinking, this is my overthinking at dawn2: crying_face:"
"i'm lazy sensor censorship again, susan bestie is very disturbing",Negatif,"I'm lazy sensor sensors again, susan bestie very disturbing"
bngst must overthinking in the middle of the night.,Negatif,bngst must be overthinking in the middle of the night.
